,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,60,2,4051,310.8833333333333,13.0,2,1121,128.0,8.0,2,4051,564.44,13.0,2,4051,361.44,13.5,https://www.tiktok.com/@seomichele
0,28,12.0,24300.0,1107.75,123.0,13,671,149.4,45.0,12.0,24300.0,1238.28,214.0,12.0,24300.0,1107.75,123.0,https://www.tiktok.com/@esthernikse
0,38,15.0,179500.0,4789.078947368421,39.0,19,122,48.9,38.0,19,322,80.8,39.0,15.0,179500.0,4789.078947368421,39.0,https://www.tiktok.com/@zaiyaomamori
0,52,7,4875,205.53846153846155,24.0,7,61,23.8,19.5,7,75,27.72,21.0,7,4875,213.04,24.0,https://www.tiktok.com/@pembenintiktoku
0,54,37.0,53700.0,2407.425925925926,260.0,160,7665,1454.8,361.5,160,7814,1376.12,391.0,55.0,53700.0,2596.28,279.0,https://www.tiktok.com/@enesartist
0,8,17,19000,2541.0,32.0,17,19000,2541.0,32.0,17,19000,2541.0,32.0,17,19000,2541.0,32.0,https://www.tiktok.com/@lucymihailovic
0,10,2.0,103800.0,10418.9,49.5,2.0,103800.0,10418.9,49.5,2.0,103800.0,10418.9,49.5,2.0,103800.0,10418.9,49.5,https://www.tiktok.com/@bitchsrewind
0,35,5.0,216300.0,7186.657142857143,14.0,5,23,11.7,11.5,5,42,14.68,11.0,5.0,216300.0,7186.657142857143,14.0,https://www.tiktok.com/@nood.a
0,16,86.0,29500.0,4180.125,400.0,108.0,29500.0,6517.9,1028.0,86.0,29500.0,4180.125,400.0,86.0,29500.0,4180.125,400.0,https://www.tiktok.com/@mval24
0,57,51,567,214.6140350877193,167.0,51,277,134.0,122.0,51,401,176.32,155.0,51,567,222.44,185.0,https://www.tiktok.com/@hines.nicole.riley
0,60,32,457,103.56666666666666,81.0,32,134,76.8,75.5,32,457,126.0,87.0,32,457,105.76,79.5,https://www.tiktok.com/@kelseygolds
0,78,1,1376,94.8076923076923,31.5,1,465,64.7,22.5,1,465,55.24,34.0,1,566,58.84,30.0,https://www.tiktok.com/@9mayraalejandra
0,39,137.0,75100.0,2231.1794871794873,302.0,187,1089,451.7,357.5,187.0,75100.0,3370.08,332.0,137.0,75100.0,2231.1794871794873,302.0,https://www.tiktok.com/@yana_dc
0,59,3,903,107.49152542372882,60.0,3,201,76.0,65.5,3,346,68.12,35.0,3,903,97.34,53.5,https://www.tiktok.com/@niya.knows.best
0,60,25,3461,211.48333333333332,65.5,25,505,119.8,41.0,25,1691,222.68,61.0,25,3461,241.12,77.0,https://www.tiktok.com/@96x2
0,60,1,413,25.0,11.5,2,28,10.1,8.5,1,413,29.16,9.0,1,413,21.8,10.5,https://www.tiktok.com/@kaitymaradiaga
0,39,7.0,79800.0,2897.974358974359,98.0,33,393,182.4,156.0,33.0,15300.0,1287.08,130.0,7.0,79800.0,2897.974358974359,98.0,https://www.tiktok.com/@laurendelm0
0,68,12,225,71.57352941176471,54.0,35,169,111.6,115.0,26,224,97.56,81.0,19,225,81.02,63.0,https://www.tiktok.com/@maria.iwannafwt_20
0,49,21.0,69600.0,1910.734693877551,102.0,54,1087,199.8,108.0,50.0,69600.0,3124.44,113.0,21.0,69600.0,1910.734693877551,102.0,https://www.tiktok.com/@theogjams
0,33,71.0,81600.0,5868.424242424242,378.0,79.0,81600.0,8408.5,291.5,71.0,81600.0,6766.64,354.0,71.0,81600.0,5868.424242424242,378.0,https://www.tiktok.com/@shreya.mergu
0,71,13,66000,1177.1830985915492,75.0,40,393,141.7,126.0,36,66000,3016.28,137.0,27,66000,1645.0,93.5,https://www.tiktok.com/@bustdowntats
0,53,5,29,12.962264150943396,11.0,5,29,12.5,10.0,5,29,12.52,11.0,5,29,13.02,11.5,https://www.tiktok.com/@aquarius2574
0,52,4.0,31500.0,640.7307692307693,25.0,9,151,27.5,13.0,4,221,37.4,17.0,4.0,31500.0,665.18,24.5,https://www.tiktok.com/@manbybatth
0,33,6,1789,216.5151515151515,59.0,8,192,60.7,36.0,6,610,116.48,42.0,6,1789,216.5151515151515,59.0,https://www.tiktok.com/@vegan8ooty
0,51,28,269,127.84313725490196,115.0,28,137,87.7,78.0,28,164,94.2,82.0,28,269,126.08,113.5,https://www.tiktok.com/@mixaela_shailou04
0,59,4,282,47.644067796610166,33.0,4,282,69.7,32.5,4,282,61.68,35.0,4,282,52.0,33.5,https://www.tiktok.com/@littlemeatl0af
0,59,0,3191,103.69491525423729,16.0,0,18,5.9,5.0,0,1078,58.44,11.0,0,3191,109.62,15.0,https://www.tiktok.com/@britneyspears2024
0,60,23.0,169900.0,4217.033333333334,57.5,25,152,64.5,58.5,23,152,55.96,50.0,23,483,71.52,53.0,https://www.tiktok.com/@joshcling
0,52,90,326,156.90384615384616,132.5,90,223,129.9,120.0,90,326,142.8,127.0,90,326,157.96,132.5,https://www.tiktok.com/@lily.bollerrr
0,45,4.0,270400.0,6219.133333333333,19.0,4,133,29.3,15.5,4,8318,357.0,16.0,4.0,270400.0,6219.133333333333,19.0,https://www.tiktok.com/@i_guess_its_carter
0,12,48,118,85.16666666666667,84.0,48,110,81.5,83.0,48,118,85.16666666666667,84.0,48,118,85.16666666666667,84.0,https://www.tiktok.com/@itzzautumn
0,54,13.0,219400.0,4386.185185185185,56.0,21,5234,598.7,79.5,13,5234,275.52,63.0,13.0,219400.0,4734.4,58.0,https://www.tiktok.com/@lollibusmusic
0,31,49,4602,359.2258064516129,106.0,49,4602,749.1,140.0,49,4602,391.68,101.0,49,4602,359.2258064516129,106.0,https://www.tiktok.com/@melisa_ohashi
0,41,11.0,124300.0,5414.292682926829,44.0,30,316,122.0,95.5,21.0,124300.0,8651.44,107.0,11.0,124300.0,5414.292682926829,44.0,https://www.tiktok.com/@kirkhum
0,52,13,4049,160.01923076923077,45.5,13,388,106.7,69.0,13,388,65.72,37.0,13,4049,164.14,44.0,https://www.tiktok.com/@maisiestrongx
0,59,5,745,49.71186440677966,23.0,10,745,96.1,23.0,6,745,56.44,23.0,5,745,51.8,20.5,https://www.tiktok.com/@lilmoop99
0,69,5,639,42.768115942028984,20.0,5,44,15.0,13.0,5,44,15.68,14.0,5,639,41.74,18.5,https://www.tiktok.com/@laurel529
0,58,2,161,19.46551724137931,12.0,2,20,8.5,8.0,2,34,11.28,12.0,2,161,20.22,12.0,https://www.tiktok.com/@esmeraldagarcia339
0,60,0.0,39300.0,1058.7166666666667,27.0,4,155,57.0,62.5,4,164,62.0,61.0,2.0,39300.0,1269.06,34.0,https://www.tiktok.com/@dylanhennessy
0,57,1,230,15.508771929824562,7.0,3,114,22.1,10.0,1,114,14.6,8.0,1,230,17.18,7.0,https://www.tiktok.com/@pastel.snake.cosplay
0,54,30,142,64.9074074074074,59.0,30,128,72.5,73.5,30,142,72.0,66.0,30,142,66.6,61.0,https://www.tiktok.com/@malakandcheese
