,num_vids,min_views_overall,max_views_overall,mean_views_overall,median_views_overall,min_views_last10,max_views_last10,mean_views_last10,median_views_last10,min_views_last25,max_views_last25,mean_views_last25,median_views_last25,min_views_last50,max_views_last50,mean_views_last50,median_views_last50,profile
0,60,14300.0,4200000.0,965681.6666666666,627800.0,14300.0,814200.0,333510.0,229700.0,14300.0,3400000.0,505100.0,228400.0,14300.0,4200000.0,1047094.0,668300.0,https://www.tiktok.com/@camilo
0,57,40600.0,7400000.0,1154952.6315789474,661800.0,40600.0,2200000.0,735860.0,587600.0,40600.0,7400000.0,1056072.0,577700.0,40600.0,7400000.0,1198588.0,685950.0,https://www.tiktok.com/@rosssmith
0,59,120900.0,3200000.0,649338.9830508474,342900.0,126500.0,2300000.0,461150.0,239200.0,126500.0,2300000.0,476264.0,335300.0,126500.0,2800000.0,626322.0,335950.0,https://www.tiktok.com/@overtime
0,51,61800.0,1800000.0,386113.7254901961,309300.0,61800.0,1200000.0,377720.0,250550.0,61800.0,1200000.0,313040.0,239500.0,61800.0,1800000.0,388662.0,316750.0,https://www.tiktok.com/@nickandsienna
0,69,21300.0,1500000.0,342727.53623188403,251500.0,21300.0,445800.0,224920.0,223300.0,21300.0,1000000.0,234616.0,203000.0,21300.0,1000000.0,282812.0,234750.0,https://www.tiktok.com/@amaraquelindarawr
0,51,189000.0,2900000.0,728807.8431372549,560000.0,189000.0,803800.0,365720.0,279550.0,189000.0,2600000.0,655224.0,499100.0,189000.0,2900000.0,728290.0,545800.0,https://www.tiktok.com/@keemokazi
0,56,454900.0,6700000.0,1969980.357142857,1550000.0,582100.0,6600000.0,2096360.0,1400000.0,582100.0,6700000.0,2090520.0,1400000.0,543400.0,6700000.0,2007280.0,1550000.0,https://www.tiktok.com/@sherinicolee
0,59,8339.0,2700000.0,223686.13559322033,118100.0,31800.0,351300.0,91390.0,54650.0,9743.0,528100.0,126621.72,85800.0,9743.0,2700000.0,217108.86,118050.0,https://www.tiktok.com/@barstoolsports
0,70,40800.0,2900000.0,342837.14285714284,167950.0,40800.0,287200.0,138740.0,128100.0,40800.0,365200.0,139800.0,122100.0,40800.0,2900000.0,374968.0,166750.0,https://www.tiktok.com/@nnursema
0,59,2395.0,544000.0,67357.66101694915,23500.0,2395.0,102100.0,24190.2,12050.0,2395.0,544000.0,58424.08,19100.0,2395.0,544000.0,68920.04,22900.0,https://www.tiktok.com/@tirullipa
0,55,3295.0,684100.0,196499.9090909091,177500.0,3295.0,234000.0,113869.5,121100.0,3295.0,504000.0,175191.8,148000.0,3295.0,684100.0,190541.9,156900.0,https://www.tiktok.com/@candyken
0,58,5932.0,796700.0,118272.96551724138,89800.0,5932.0,232000.0,71443.2,45950.0,5932.0,533700.0,84833.28,53800.0,5932.0,796700.0,120096.64,98400.0,https://www.tiktok.com/@salavat.fidai
0,53,128300.00000000001,1600000.0,581250.9433962264,513600.0,128300.00000000001,531400.0,239040.0,207250.0,128300.00000000001,1600000.0,457680.0,417800.0,128300.00000000001,1600000.0,560468.0,470500.0,https://www.tiktok.com/@katjaglieson
0,66,79000.0,933900.0,319522.7272727273,265850.0,91000.0,474800.0,219400.0,154200.0,79000.0,474800.0,244604.0,200000.0,79000.0,857700.0,296950.0,241400.0,https://www.tiktok.com/@nathandavisjrndj
0,59,4623.0,324000.0,67661.15254237287,43900.0,4623.0,124700.0,30050.8,18700.0,4623.0,324000.0,51040.32,33600.0,4623.0,324000.0,62266.16,42650.0,https://www.tiktok.com/@nickelodeon
0,60,117700.0,4200000.0,713176.6666666666,514600.0,129500.0,634800.0,336710.0,273000.0,117700.0,851400.0,379040.0,367700.0,117700.0,3700000.0,611630.0,462450.0,https://www.tiktok.com/@adamw
0,59,46900.0,1800000.0,413908.4745762712,237000.0,46900.0,1400000.0,379620.0,168250.0,46900.0,1400000.0,346060.0,176700.0,46900.0,1600000.0,385730.0,229900.0,https://www.tiktok.com/@simoneses
0,56,265100.0,3900000.0,898437.5,755900.0,265100.0,1800000.0,678380.0,541050.0,265100.0,1800000.0,695104.0,638700.0,265100.0,3900000.0,912810.0,757200.0,https://www.tiktok.com/@rapidsongs
0,55,12700.0,1700000.0,595769.0909090909,573300.0,12700.0,486000.0,265370.0,277400.0,12700.0,1700000.0,558544.0,490700.0,12700.0,1700000.0,590708.0,532600.0,https://www.tiktok.com/@onlyjayus
0,58,12600.0,1400000.0,266437.9310344828,178800.0,12600.0,1400000.0,248020.0,132400.0,12600.0,1400000.0,246468.0,139800.0,12600.0,1400000.0,255214.0,167700.0,https://www.tiktok.com/@anitta
0,58,62100.0,2400000.0,448313.7931034483,350050.0,62100.0,693400.0,276210.0,201400.0,62100.0,2400000.0,357668.0,224800.0,62100.0,2400000.0,444944.0,337950.0,https://www.tiktok.com/@sofiawylie
0,60,8944.0,3000000.0,275069.06666666665,99900.0,8944.0,642300.0,97774.4,27500.0,8944.0,648800.0,124041.76,43000.0,8944.0,648800.0,134464.88,78100.0,https://www.tiktok.com/@officialhowiemandel
0,60,81700.0,1800000.0,470053.3333333333,405400.0,81700.0,1100000.0,353960.0,290650.0,81700.0,1100000.0,379364.0,357200.0,81700.0,1100000.0,408444.0,387350.0,https://www.tiktok.com/@aidanrowley
0,60,222300.0,7100000.0,1419141.6666666667,859550.0,222300.0,1900000.0,649610.0,457600.0,222300.0,3600000.0,965704.0,518700.00000000006,222300.0,7100000.0,1539834.0,943300.0,https://www.tiktok.com/@joshdub
